"V1","V2","V3","V4","V5","V6","V7","V8","V9"
0.0375,0.6975,0.3385,0.2661,0.7071,0.3725,0.2263,0.4155,0.0013
0.6125,0.2047,0.2567,0.9711,0.0683,0.6689,0.6927,0.2049,0.2663
0.1083,0.2673,0.1937,0.8247,0.9267,0.3581,0.4381,0.6051,0.8581
0.0881,0.8391,0.4905,0.1857,0.5857,0.0219,0.7291,0.4145,0.1947
0.1727,0.4497,0.7971,0.6493,0.0335,0.5397,0.6899,0.8123,0.5019
0.9417,0.8117,0.9655,0.6993,0.5005,0.6631,0.1021,0.7339,0.5109
0.6267,0.2179,0.9037,0.2489,0.9427,0.3855,0.2033,0.3963,0.5057
0.0171,0.5451,0.8391,0.8807,0.9401,0.5859,0.1835,0.2081,0.2485
0.5187,0.8589,0.9613,0.1497,0.4963,0.4341,0.0969,0.0199,0.3809
0.6053,0.4645,0.5293,0.7007,0.6247,0.5777,0.5133,0.4407,0.0929
0.1339,0.4611,0.2193,0.1883,0.3117,0.7977,0.5491,0.3457,0.6045
0.1915,0.4379,0.0911,0.2813,0.9563,0.7891,0.5527,0.0843,0.3443
0.6063,0.5103,0.3393,0.1495,0.3327,0.7155,0.2165,0.5571,0.7701
0.7871,0.7233,0.0309,0.3743,0.8697,0.2195,0.1007,0.6673,0.7825
0.6975,0.2953,0.0963,0.7503,0.4341,0.9737,0.0985,0.1929,0.0645
0.0267,0.2327,0.5603,0.4599,0.9915,0.4191,0.5813,0.7503,0.8059
0.9691,0.8017,0.6971,0.3479,0.9497,0.3439,0.0101,0.8839,0.5977
0.4239,0.8159,0.5399,0.6289,0.9335,0.2691,0.5631,0.3031,0.5325
0.7227,0.7721,0.0685,0.4653,0.6999,0.8799,0.6551,0.3193,0.8443
0.1129,0.4057,0.1925,0.4891,0.3055,0.3081,0.0165,0.0379,0.7133
0.3871,0.8865,0.9675,0.6163,0.3569,0.4123,0.1923,0.0673,0.5847
0.7989,0.7521,0.6463,0.0809,0.6289,0.8051,0.9215,0.2637,0.8359
0.5825,0.7697,0.5889,0.7443,0.7449,0.6939,0.1219,0.1093,0.6187
0.1297,0.3161,0.1493,0.6415,0.3653,0.9781,0.8991,0.6533,0.9997
0.0173,0.6887,0.7029,0.3277,0.6403,0.6671,0.2467,0.8203,0.8567
0.9413,0.8577,0.9553,0.7455,0.7773,0.6213,0.8439,0.1493,0.0635
0.9751,0.8671,0.8557,0.9305,0.8651,0.9955,0.9535,0.2319,0.1219
0.7491,0.1037,0.6353,0.0639,0.6687,0.4257,0.3851,0.9341,0.4511
0.7427,0.1833,0.7167,0.1779,0.7379,0.1605,0.1095,0.8465,0.4461
0.3093,0.3303,0.0633,0.6747,0.3005,0.1419,0.4021,0.0481,0.8495
0.5217,0.2461,0.1825,0.2207,0.2233,0.2917,0.6915,0.6513,0.0789
0.3499,0.6029,0.2191,0.5341,0.5369,0.1971,0.2473,0.4851,0.5861
0.8335,0.6089,0.1637,0.5053,0.4615,0.0301,0.6323,0.9461,0.2583
0.6819,0.3857,0.2421,0.6891,0.6943,3e-04,0.2117,0.4309,0.4425
0.9121,0.1565,0.9351,0.1137,0.6325,0.6653,0.8733,0.7613,0.6387
0.8447,0.6351,0.3615,0.6991,0.9197,0.0131,0.8055,0.9675,0.2955
0.1171,0.9589,0.3197,0.0501,0.7097,0.4947,0.5089,0.0753,0.2673
0.8733,0.6133,0.9509,0.5533,0.4941,0.6329,0.8455,0.4535,0.2967
0.1675,0.0615,0.8397,0.3963,0.9935,0.7089,0.0463,0.8667,0.1347
0.9737,0.5723,0.5673,0.8557,0.7767,0.4697,0.0479,0.2439,0.3473
0.0917,0.6957,0.3481,0.2271,0.8735,0.6157,0.1265,0.1547,0.2789
0.9973,0.3625,0.6405,0.7487,0.3847,0.0915,0.7627,0.4375,0.8933
0.1589,0.8189,0.9373,0.7809,0.9557,0.0491,0.4219,0.1185,0.2769
0.9293,0.0979,0.1053,0.7223,0.1939,0.0785,0.3409,0.6469,0.9291
0.8851,0.9139,0.5199,0.5017,0.2143,0.2521,0.1211,0.0853,0.1605
0.1419,0.2911,0.8311,0.7507,0.4971,0.1397,0.6117,0.1003,0.6417
0.3393,0.4243,0.7211,0.0469,0.6385,0.4407,0.3537,0.4671,0.3007
0.5115,0.7339,0.9909,0.6191,0.9857,0.2913,0.9813,0.9951,0.5729
0.0631,0.8765,0.1287,0.1871,0.6069,0.4889,0.5109,0.8117,0.1099
0.8053,0.9391,0.1597,0.4025,0.1711,0.9723,0.3049,0.5535,0.7951
0.8435,0.1023,0.8697,0.9721,0.5655,0.8433,0.0587,0.4359,0.1663
0.3283,0.0639,0.7967,0.2115,0.4485,0.1613,0.4747,0.6283,0.9875
0.3463,0.4817,0.8491,0.8715,0.0031,0.5899,0.4093,0.0855,0.7187
0.7473,0.6813,0.5913,0.2471,0.5589,0.8867,0.1169,0.5621,0.3769
0.9713,0.1673,0.7621,0.6713,0.2427,0.9493,0.8709,0.9045,0.6027
0.5669,0.6295,0.1909,0.0697,0.7877,0.3071,0.9857,0.0683,0.9317
0.7177,0.0165,0.9005,0.8165,0.8729,0.5419,0.1723,0.9735,0.2805
0.9125,0.5419,0.2687,0.9707,0.1395,0.0953,0.4911,0.6017,0.3491
0.8855,0.2125,0.7797,0.3363,0.5033,0.2571,0.5855,0.6707,0.2363
0.4281,0.2089,0.8775,0.4883,0.0419,0.5699,0.2755,0.3885,0.9549
0.3437,0.2229,0.2317,0.0967,0.7385,0.2603,0.6645,0.3117,0.4473
0.8379,0.8037,0.8549,0.2549,0.1763,0.2197,0.7311,0.8263,0.4317
0.0099,0.9733,0.8079,0.6731,0.3919,0.2427,0.2911,0.9687,0.6057
0.2957,0.0051,0.0413,0.6203,0.0849,0.7961,0.0159,0.2853,0.7295
0.8007,0.1019,0.4099,0.2029,0.8255,0.6055,0.4275,0.9293,0.3743
0.4191,0.3971,0.4537,0.4573,0.2267,0.7871,0.4859,0.6979,0.3723
0.9027,0.0757,0.3415,0.2601,0.5233,0.1073,0.4111,0.8215,0.1909
0.2847,0.6491,0.5313,0.5483,0.8417,0.0791,0.5163,0.5127,0.1641
0.0235,0.1003,0.8485,0.6077,0.6785,0.8831,0.0063,0.4627,0.7359
0.1663,0.4335,0.8031,0.1879,0.8153,0.5835,0.7065,0.5613,0.9835
0.8873,0.7313,0.6885,0.7411,0.0053,0.6175,0.4595,0.4089,0.3581
0.5387,0.1025,0.5611,0.2127,0.0839,0.9241,0.3289,0.5353,0.0587
0.7221,0.3593,0.9323,0.9089,0.0445,0.8355,0.3693,0.8987,0.8533
0.1877,0.0025,0.9253,0.9155,0.3801,0.0977,0.0271,0.9547,0.3153
0.5571,0.3057,0.0065,0.5429,0.8191,0.9537,0.1137,0.2279,0.0625
0.1289,0.0869,0.9571,0.7377,0.0615,0.3057,0.8489,0.5211,0.4911
0.4699,0.8085,0.2077,0.0307,0.9657,0.4001,0.5203,0.0247,0.7481
0.0987,0.9641,0.0019,0.5907,0.5541,0.2679,0.5691,0.6995,0.5187
0.5389,0.0983,0.5495,0.3345,0.7067,0.1237,0.6723,0.4657,0.1837
0.5133,0.4195,0.4821,0.1955,0.5637,0.6315,0.2765,0.4825,0.8295
0.9337,0.9037,0.1459,0.6523,0.4911,0.6573,0.9183,0.9129,0.0149
0.6379,0.9827,0.2177,0.4045,0.8457,0.5417,0.4687,0.3633,0.3483
0.9523,0.9405,0.8855,0.7293,0.1539,0.3135,0.0929,0.4845,0.1929
0.9745,3e-04,0.2019,0.0837,0.4715,0.0753,0.7299,0.7343,0.4029
0.3459,0.0453,0.4777,0.4063,0.0203,0.5477,0.3297,0.7779,0.0723
0.6821,0.1753,0.9501,0.7505,0.6715,0.3885,0.3683,0.1161,0.9313
0.0937,0.0809,0.2417,0.6617,0.0521,0.4993,0.1083,0.0181,0.7921
0.0761,0.0627,0.2743,0.6255,0.6337,0.2449,0.4753,0.4655,0.6409
0.4187,0.8295,0.9645,0.3411,0.7037,0.6381,0.4705,0.4585,0.5353
0.0847,0.9039,0.8211,0.6181,0.3857,0.0037,0.2417,0.3555,0.7347
0.5945,0.9759,0.4165,0.6323,0.3555,0.9765,0.3731,0.5135,0.2601
0.0417,0.2325,0.1943,0.3343,0.2711,0.5527,0.3619,0.8951,0.5177
0.2675,0.0931,0.3731,0.9473,0.7223,0.2873,0.2477,0.6501,0.9981
0.6857,0.9457,0.7135,0.4741,0.9187,0.3671,0.9021,0.6357,0.6927
0.0759,0.3167,0.8625,0.5517,0.6443,0.9905,0.8357,0.7383,0.6737
0.4179,0.2999,0.8825,0.1365,0.5783,0.2459,0.6679,0.8251,0.5235
0.6637,0.7903,0.9547,0.4971,0.6503,0.5637,0.0307,0.8669,0.1227
0.2249,0.5509,0.0307,0.8797,0.5675,0.3515,0.6979,0.2059,0.6949
0.4905,0.9747,0.6759,0.8039,0.7251,0.9941,0.2559,0.9621,0.3339
0.6369,0.9713,0.0941,0.3867,0.8271,0.3017,0.3789,0.7057,0.3075
0.8653,0.7901,0.6569,0.1267,0.7459,0.3097,0.7273,0.6705,0.7541
0.7927,0.5105,0.4031,0.4213,0.9861,0.4181,0.5747,0.4267,0.7319
0.7719,0.0219,0.1719,0.9743,0.8447,0.0305,0.6809,0.7435,0.5363
0.1201,0.1277,0.4447,0.5691,0.4683,0.2525,0.8911,0.7953,0.4745
0.4181,0.4855,0.8447,0.8477,0.9707,0.4365,0.1897,0.3489,0.6567
0.8833,0.8393,0.8907,0.8399,0.4607,0.0489,0.0971,0.8165,0.4881
0.0181,0.1045,0.0673,0.5979,0.3613,0.2189,0.8635,0.4631,0.5143
0.9017,0.7919,0.8097,0.2051,0.5895,0.6771,0.1873,0.9925,0.2985
0.8553,0.7755,0.7799,0.0035,0.3971,0.0943,0.9881,0.5175,0.3957
0.4375,0.6021,0.3055,0.5359,0.5703,0.8855,0.2237,0.8877,0.5411
0.7969,0.8305,0.1781,0.4487,0.2757,0.0107,0.5561,0.6583,0.2637
0.0031,0.4521,0.5167,0.7591,0.4521,0.9407,0.2479,0.9429,0.2963
0.3493,0.6809,0.0169,0.0485,0.9143,0.6901,0.7991,0.0045,0.4601
0.5291,0.6151,0.4095,0.0055,0.3417,0.5055,0.2951,0.0451,0.5731
0.6663,0.8537,0.0447,0.5335,0.5167,0.7837,0.2161,0.1721,0.2113
0.7429,0.4695,0.0113,0.9017,0.1501,0.6255,0.1829,0.9015,0.4537
0.3159,0.6479,0.2183,0.5185,0.6053,0.7915,0.0295,0.3603,0.2649
0.9285,0.8235,0.7863,0.2711,0.6569,0.2051,0.9611,0.3891,0.1083
0.4369,0.8249,0.3457,0.1851,0.4867,0.4747,0.1171,0.1061,0.3049
0.1795,0.4025,0.8035,0.9467,0.0323,0.3345,0.1541,0.8041,0.0135
0.6503,0.5247,0.0125,0.8481,0.9457,0.2103,0.1187,0.7119,0.8493
0.4873,0.2743,0.9259,0.7393,0.1479,0.8495,0.3919,0.8035,0.8355
0.9105,0.4653,0.1735,0.5169,0.2973,0.9559,0.5139,0.7175,0.2525
0.0577,0.2877,0.1101,0.6119,0.6141,0.6425,0.6065,0.8491,0.3563
0.4531,0.4451,0.2479,0.3353,0.9395,0.2041,0.2529,0.8225,0.2147
0.0197,0.0371,0.0903,0.7947,0.0795,0.2079,0.7097,0.1783,0.1019
0.6793,0.4637,0.0561,0.0131,0.0719,0.6163,0.8953,0.2579,0.3863
0.6337,0.6045,0.6749,0.6819,0.9133,0.1017,0.6507,0.8691,0.7407
0.7843,0.4211,0.9271,0.2417,0.2887,0.8361,0.1057,0.2959,0.5879
0.3083,0.1323,0.8739,0.4803,0.2011,0.5025,0.3885,0.2461,0.7839
0.8715,0.5277,0.3337,0.6401,0.2103,0.4891,0.4215,0.8441,0.6255
0.0891,0.2957,0.1141,0.5565,0.6163,0.1563,0.9269,0.2855,0.7517
0.8593,0.8099,0.9647,0.9527,0.9735,0.6799,0.9769,0.6289,0.6181
0.0497,0.8529,0.6057,0.7601,0.5529,0.9759,0.9121,0.3583,0.9533
0.1315,0.3725,0.6035,0.4683,0.7019,0.5681,0.8509,0.1047,0.7071
0.9649,0.5859,0.5195,0.4819,0.8345,0.2795,0.3451,0.4953,0.6285
0.7251,0.6387,0.3397,0.3433,0.5035,0.8263,0.5523,0.3099,0.6037
0.0095,0.6817,0.8337,0.6871,0.2667,0.2815,0.6385,0.2329,0.5835
0.4399,0.4349,0.2811,0.4593,0.4123,0.3169,0.9129,0.7095,0.5865
0.4059,0.9453,0.7653,0.0865,0.4727,0.3093,0.1973,0.3155,0.8535
0.5193,0.2703,0.7945,0.4861,0.4701,0.1555,0.7439,0.8937,0.8705
0.7213,0.5997,0.5117,0.9295,0.1203,0.8081,0.8121,0.7719,0.9521
0.3567,0.3703,0.0083,0.5013,0.0927,0.4543,0.3091,0.1359,0.0063
0.8373,0.5037,0.5559,0.5019,0.4053,0.1887,0.8447,0.9439,0.8907
0.4039,0.8919,0.9107,0.6527,0.9219,0.4887,0.0493,0.4085,0.1935
0.6515,0.6867,0.1047,0.9953,0.3647,0.4307,0.3781,0.1589,0.0955
0.5041,0.7307,0.5557,0.1719,0.2533,0.4465,0.1405,0.9725,0.2657
0.2583,0.7905,0.8145,0.6977,0.6463,0.1989,0.2031,0.5661,0.5627
0.6799,0.2143,0.2393,0.5325,0.5981,0.7589,0.7793,0.5077,0.1761
0.2209,0.7301,0.9751,0.3561,0.6719,0.9293,0.5279,0.4349,0.5543
0.3717,0.9723,0.7801,0.0921,0.5923,0.7199,0.9003,0.5197,0.7849
0.8929,0.1629,0.9667,0.8179,0.3703,0.5783,0.0361,0.1253,0.6545
0.0713,0.4073,0.0787,0.1173,0.4099,0.5247,0.7799,0.7847,0.0841
0.8577,0.9751,0.4991,0.0661,0.3017,0.1557,0.6431,0.7645,0.6849
0.3755,0.5531,0.1207,0.4879,0.7811,0.2075,0.8253,0.4097,0.0441
0.5875,0.5019,0.4993,0.0479,0.7203,0.1607,0.7905,0.2609,0.7519
0.3157,0.4931,0.7337,0.6879,0.3293,0.2341,0.5177,0.3985,0.0041
0.0875,0.8187,0.3089,0.6011,0.0919,0.2597,0.4295,0.1049,0.1375
0.2731,0.6093,0.5417,0.1135,0.2361,0.5359,0.0491,0.5355,0.8377
0.4807,0.9297,0.9703,0.1943,0.7149,0.6193,0.4413,0.7229,0.1137
0.0573,0.2319,0.7763,0.5739,0.5045,0.7481,0.5293,0.1885,0.4445
0.1563,0.9545,0.5587,0.8019,0.2557,0.6677,0.3403,0.6025,0.9349
0.4669,0.1441,0.7921,0.4603,0.1093,0.1747,0.3023,0.4167,0.9395
0.6511,0.0965,0.5595,0.7685,0.1423,0.0157,0.4341,0.1291,0.9547
0.4537,0.2101,0.9073,0.7793,0.8681,0.8437,0.8213,0.9859,0.9135
0.6917,0.0373,0.2655,0.7383,0.6405,0.2949,0.1833,0.4343,0.0819
0.4703,0.1335,0.4733,0.3727,0.2179,0.0373,0.8797,0.6083,0.7587
0.9063,0.2083,0.4397,0.5263,0.5555,0.4805,0.2717,0.4449,0.2015
0.7577,0.5653,0.4539,0.3033,0.2129,0.2113,0.4105,0.6759,0.8869
0.9845,0.3667,0.9891,0.3693,0.3189,0.5765,0.3897,0.9981,0.7989
0.4439,0.8553,0.0201,0.4391,0.8927,0.5013,0.8025,0.0383,0.8873
0.6203,0.9691,0.3933,0.1881,0.1211,0.6053,0.0303,0.3961,0.4863
0.4137,0.0425,0.9811,0.2359,0.2873,0.3337,0.4725,0.8095,0.0795
0.5401,0.7145,0.7301,0.2659,0.8707,0.8035,0.1935,0.7997,0.8183
0.1567,0.0071,0.5909,0.3999,0.5429,0.8067,0.6441,0.3771,0.2257
0.1137,0.2585,0.4179,0.2435,0.5275,0.5659,0.1251,0.9707,0.8189
0.9403,0.3903,0.1247,0.6925,0.2623,0.9669,0.9233,0.4377,0.4931
0.5215,0.2659,0.2249,0.5629,0.4161,0.2317,0.8175,0.5437,0.6189
0.2103,0.2427,0.8093,0.6133,0.4975,0.6809,0.7953,0.3609,0.8989
0.1641,0.9979,0.5997,0.1921,0.1231,0.9099,0.1605,0.2711,0.7207
0.1969,0.2837,0.6917,0.7257,0.0917,0.5903,0.7193,0.8047,0.1633
0.8765,0.6165,0.7831,0.7693,0.7913,0.0227,0.2413,0.4551,0.3131
0.9645,0.5229,0.6089,0.0749,0.9513,0.6941,0.3135,0.4687,0.4897
0.4337,0.1115,0.5001,0.1979,0.5129,0.9379,0.8109,0.0231,0.0849
0.2307,0.9959,0.6179,0.2925,0.4649,0.6073,0.4181,0.4373,0.1113
0.5947,0.0657,0.5805,0.9647,0.0199,0.4361,0.6857,0.7529,0.7665
0.5077,0.6513,0.8783,0.3927,0.9329,0.1997,0.4453,0.9455,0.2735
0.6441,0.2385,0.9755,0.3281,0.4145,0.6137,0.1325,0.4379,0.6289
0.0015,0.9705,0.8203,0.3095,0.2785,0.7107,0.5613,0.3423,0.5011
0.2207,0.0831,0.6741,0.6099,0.3493,0.1761,0.6655,0.8015,0.6497
0.4167,0.4711,0.6791,0.1773,0.4109,0.8005,0.1537,0.8701,0.9977
0.5757,0.0829,0.6677,0.6331,0.9531,0.3315,0.8857,0.9827,0.9959
0.3965,0.6915,0.6213,0.2179,0.2815,0.5121,0.5227,0.6623,0.7153
0.7175,0.5641,0.6427,0.0531,0.2885,0.5995,0.2193,0.9545,0.0249
0.4103,0.1973,0.4791,0.8733,0.2935,0.1719,0.3747,0.4637,0.4715
0.6123,0.6203,0.3907,0.0533,0.9093,0.8493,0.3751,0.4973,0.5949
0.5491,0.3843,0.5223,0.0725,0.1517,0.0893,0.0253,0.2393,0.0903
0.3707,0.9825,0.9589,0.0961,0.4005,0.1707,0.3819,0.7241,0.4009
0.4149,0.4517,0.7327,0.3129,0.6771,0.8403,0.6653,0.3923,0.2901
0.3639,0.2563,0.1547,0.6283,0.7233,0.9477,0.1553,0.9405,0.2701
0.3891,0.9449,0.7699,0.9569,0.1703,0.2147,0.6711,0.1027,0.1933
0.8467,0.4229,0.7755,0.7585,0.3161,0.4665,0.5587,0.1043,0.4001
0.8525,0.3381,0.3207,0.4295,0.4785,0.5087,0.3347,0.2295,0.5113
0.0491,0.0351,0.1009,0.5093,0.5511,0.1927,0.2999,0.7563,0.8953
0.4091,0.0245,0.5443,0.1257,0.7965,0.6463,0.5699,0.4123,0.3795
0.6787,0.8925,0.7781,0.0571,0.1143,0.6155,0.6101,0.0671,0.3507
0.1751,0.6293,0.7965,0.0487,0.6709,0.1975,0.3899,0.4059,0.0499
0.1085,0.3877,0.5977,0.7965,0.9923,0.4905,0.3263,0.1551,0.8757
0.4227,0.7705,0.5693,0.8501,0.8103,0.7245,0.1349,0.6919,0.3077
0.7595,0.6729,0.1157,0.1499,0.0793,0.2101,0.8287,0.7201,0.7559
0.3261,0.9913,0.5179,0.3231,0.4781,0.3299,0.3447,0.2713,0.9331
0.5029,0.0857,0.7535,0.5327,0.0953,0.6625,0.6955,0.3883,0.4629
0.0203,0.7691,0.0767,0.2693,0.7105,0.7795,0.4715,0.3445,0.6267
0.6745,0.7923,0.2941,0.2469,0.5581,0.4009,0.2883,0.8911,0.3003
0.3729,0.0161,0.8045,0.0261,0.8211,0.0191,0.8763,0.9179,0.5147
0.7639,0.6623,0.6497,0.9613,0.6377,0.8223,0.0129,0.3497,0.4367
0.3043,0.4619,0.5767,0.8571,0.8691,0.3687,0.5771,0.4959,0.6319
0.6653,0.4047,0.4607,0.4203,0.1659,0.8963,0.0403,0.4799,0.8399
0.1777,0.8413,0.3349,0.5745,0.0379,0.1953,0.4133,0.5455,0.7401
0.7069,0.5273,0.2251,0.6767,0.6295,0.5561,0.1587,0.3355,0.2115
0.6591,0.1977,0.5271,0.4823,0.4849,0.1337,0.1915,0.0491,0.2273
0.5607,0.7575,0.9833,0.3299,0.1019,0.9597,0.7937,0.4955,0.9849
0.9241,0.0913,0.5355,0.9853,0.3751,0.4577,0.6665,0.6529,0.0517
0.1987,0.0749,0.7649,0.3049,0.9455,0.2473,0.4867,0.6363,0.1991
0.8507,0.9189,0.7065,0.6435,0.7989,0.6415,0.4333,0.6449,0.7727
0.1231,0.5465,0.3401,0.8939,0.8349,0.2209,0.2407,0.4415,0.0053
0.9087,0.9971,0.8705,0.1169,0.7119,0.7809,0.4463,0.7659,0.7425
0.1041,0.4035,0.6879,0.3307,0.8231,0.8281,0.2879,0.0579,0.0673
0.3547,0.1821,0.4869,0.4153,0.8453,0.9883,0.4779,0.2311,0.1391
0.1853,0.7753,0.7413,0.4015,0.0943,0.7767,0.8057,0.0635,0.0869
0.0553,0.2225,0.1163,0.0577,0.1111,0.8137,0.6689,0.7471,0.6431
0.3349,0.4731,0.0659,0.0547,0.2589,0.7007,0.6219,0.0523,0.4003
0.8543,0.0561,0.6331,0.2539,0.3833,0.8287,0.7147,0.3397,0.7557
0.1429,0.9417,0.8981,0.5725,0.5283,0.2285,0.1573,0.1819,0.4383
0.0691,0.5771,0.4097,0.2943,0.9937,0.5675,0.4531,0.2441,0.8519
0.1459,0.1161,0.0619,0.9475,0.1469,0.9549,0.2935,0.3121,0.1353
0.4083,0.2923,0.9887,0.8435,0.6389,0.1663,0.0641,0.9749,0.5585
0.0327,0.9523,0.5641,0.9231,0.6059,0.2445,0.9971,0.9223,0.3733
0.1869,0.0773,0.5215,0.2757,0.3237,0.4033,0.6593,0.4317,0.3727
0.5105,0.9143,0.9821,0.3257,0.2335,0.9347,0.0291,0.1575,0.4345
0.7481,0.0181,0.3471,0.4245,0.5829,0.1005,0.1081,0.8407,0.2703
0.4967,0.6713,0.9565,0.4061,0.4079,0.3455,0.9727,0.8687,0.0203
0.7733,0.5923,0.6369,0.5605,0.1817,0.6403,0.6577,0.2517,0.6731
0.9621,0.2523,0.2741,0.7871,0.4215,0.0213,0.3511,0.6393,0.4549
0.6329,0.9321,0.8529,0.7209,0.3731,0.3513,0.0775,0.2103,0.0453
0.5775,0.7231,0.6083,0.1069,0.6113,0.8105,0.7115,0.7849,0.8537
0.0045,0.5131,0.8473,0.7477,0.0879,0.1893,0.9749,0.5327,0.1017
0.7943,0.5055,0.2709,0.7867,0.6287,0.5243,0.3199,0.4787,0.3687
0.9323,0.2883,0.8287,0.4053,0.2111,0.8761,0.7667,0.2561,0.8123
0.9817,0.9861,0.7681,0.1309,0.3939,0.2429,0.2505,0.2729,0.1183
0.9471,0.0963,0.8925,0.0767,0.5515,0.2419,0.6579,0.2857,0.0501
0.4097,0.7633,0.2129,0.5611,0.9045,0.7407,0.5979,0.5939,0.9949
0.1245,0.4801,0.5385,0.1983,0.6197,0.5685,0.2183,0.3661,0.0209
0.8817,0.8993,0.7775,0.5871,0.0663,0.7401,0.7421,0.9975,0.9771
0.1399,0.0483,0.6687,0.2483,0.0413,0.1915,0.7949,0.4957,0.0267
0.7103,0.4831,0.2415,0.3519,0.6025,0.8937,0.2083,0.7067,0.3025
0.5689,0.8053,0.6341,0.2703,0.2385,0.9973,0.3471,0.9469,0.0825
0.3805,0.8933,0.8225,0.2667,0.1071,0.3997,0.5339,0.2885,0.4185
0.1631,0.2799,0.9769,0.9365,0.1413,0.1625,0.1451,0.2889,0.1325
0.0075,0.0885,0.4475,0.7613,0.9103,0.1019,0.5651,0.9463,0.8969
0.5197,0.7373,0.9157,0.5419,0.9411,0.1577,0.2107,0.3827,0.8829
0.7351,0.1999,0.3405,0.5755,0.5623,0.3341,0.7297,0.0527,0.6315
0.1963,0.3621,0.7025,0.4399,0.5797,0.2813,0.0761,0.7167,0.8751
0.9451,0.4097,0.3781,0.8495,0.6003,0.2145,0.1523,0.2597,0.3297
0.0935,0.1179,0.6279,0.2939,0.9761,0.9963,0.4637,0.3721,0.7653
0.9331,0.0743,0.9279,0.8813,0.6041,0.3535,0.6929,0.5035,0.2243
0.0489,0.3201,0.5717,0.2771,0.1581,0.6391,0.7797,0.4117,0.7829
0.5135,0.7109,0.2429,0.0723,0.4527,0.7521,0.7085,0.6347,0.4355
0.7245,0.0375,0.9681,0.7889,0.9027,0.1825,0.5425,0.7037,0.4313
0.0797,0.6439,0.8517,0.6707,0.2927,0.8899,0.3643,0.7253,0.5591
0.9725,0.6829,0.9619,0.0315,0.6347,0.6205,0.9313,0.4245,0.8259
0.0545,0.7197,0.9345,0.3023,0.6095,0.7759,0.1197,0.8473,0.2165
0.6903,0.9581,0.9043,0.9141,0.9255,0.3221,0.4259,0.8285,0.6601
0.8043,0.2783,0.3007,0.3715,0.4845,0.3707,0.3141,0.9163,0.3987
0.5653,0.6157,0.6389,0.3431,0.7001,0.5811,0.9555,0.8017,0.4173
0.5565,0.1499,0.4747,0.0177,0.7047,0.4261,0.3353,0.2925,0.0977
0.4789,0.5121,0.2197,0.5371,0.6761,0.1119,0.3881,0.6063,0.0703
0.5741,0.1961,0.8365,0.6565,0.6589,0.9043,0.7851,0.5599,0.3227
0.8639,0.6791,0.4941,0.8305,0.9987,0.0017,0.1435,0.2473,0.6915
0.8795,0.8517,0.9449,0.0387,0.0507,0.1323,0.5199,0.2615,0.8153
0.3803,0.1783,0.1393,0.5683,0.4673,0.2169,0.4441,0.3135,0.7953
0.1299,0.0355,0.9011,0.9227,0.3893,0.8569,0.5021,0.8325,0.6401
0.4251,0.2401,0.7605,0.6325,0.8465,0.4903,0.0193,0.2577,0.4681
0.1585,0.4095,0.2347,0.2335,0.4363,0.7577,0.4593,0.7419,0.4999
0.5727,0.2349,0.3997,0.7277,0.9553,0.6951,0.7357,0.6065,0.2731
0.4499,0.7189,0.8927,0.6885,0.3791,0.1789,0.1799,0.8455,0.0777
0.4583,0.6393,0.8283,0.9533,0.8659,0.8997,0.4617,0.7275,0.9983
0.0029,0.0531,0.2893,0.1345,0.2413,0.2265,0.1937,0.2353,0.0369
0.5167,0.7459,0.8779,0.9821,0.9205,0.0211,0.2029,0.1111,0.8303
0.1237,0.9559,0.8873,0.0993,0.5749,0.8823,0.3833,0.5567,0.4487
0.7187,0.7525,0.2943,0.0169,0.6717,0.5473,0.2363,0.2027,0.4147
0.2013,0.5315,0.6393,0.1271,0.4739,0.6185,0.0681,7e-04,0.9619
0.7503,0.9851,0.8007,0.7973,0.0697,0.8913,0.6181,0.7777,0.9333
0.7543,0.5175,0.0337,0.0185,0.3921,0.4521,0.4781,0.2141,0.5335
0.3309,0.8133,0.6713,0.6921,0.4231,0.6555,0.2315,0.4779,0.7549
0.4113,0.5429,0.4867,0.4409,0.3837,0.2583,0.2831,0.0075,0.8445
0.6451,0.2925,0.6825,0.0893,0.8937,0.5223,0.0247,0.0051,0.4455
0.8375,0.5075,0.8261,0.6845,0.7915,0.2121,0.5901,0.6965,0.9721
0.0331,0.3721,0.9599,0.7761,0.0895,0.2343,0.4647,0.8055,0.5387
0.9075,0.5739,0.1681,0.1641,0.6165,0.3755,0.8201,0.3373,0.5221
0.8483,0.0753,0.6227,0.6553,0.4081,0.0445,0.0827,0.0555,0.1141
0.1553,0.8819,0.0585,0.5439,0.0453,0.5157,0.7583,0.4527,0.0079
0.0737,0.3461,0.2559,0.4909,0.5971,0.3425,0.3589,0.4573,0.8021
0.1285,0.1865,0.6933,0.9863,0.5615,0.5133,0.8973,0.0113,0.9873
0.6355,0.2577,0.8835,0.7021,0.9519,0.7177,0.0747,0.8133,0.1817
0.5481,0.4957,0.2535,0.4757,0.3815,0.7897,0.1669,0.9069,0.9815
0.9861,0.3399,0.1679,0.4749,0.3497,0.5613,0.0313,0.9377,0.1773
0.4273,0.6745,0.0141,0.6791,0.7367,0.1993,0.6217,0.6397,0.6241
0.3373,0.0203,0.6817,0.0651,0.2913,0.5219,0.9851,0.5083,0.6429
0.4429,0.3113,0.6675,0.4109,0.5107,0.1745,0.2809,0.3411,0.0403
